cluster_a,cluster_b,n_spikes_a,n_spikes_b,template_similarity,n_coincident_1lag,expected_by_chance,coincidence_ratio,coincident_frac_of_smaller,flag
90,97,67227,842,0.135420560836792,1744,10.64,163.98,2.0713,separate
90,92,67227,13873,0.6037731766700745,19825,175.24,113.13,1.429,strong_merge
92,97,13873,842,0.3093034625053406,848,2.19,386.37,1.0071,strong_merge
92,99,13873,496,0.2730090022087097,464,1.29,358.89,0.9355,separate
97,104,842,43,0.786120593547821,32,0.01,4703.94,0.7442,strong_merge
90,91,67227,1470,0.657517671585083,945,18.57,50.89,0.6429,strong_merge
90,93,67227,48439,0.7518643140792847,19187,611.85,31.36,0.3961,possible_merge
9,12,254465,5505,0.17963051795959473,2005,263.2,7.62,0.3642,separate
93,99,48439,496,0.17792943120002747,176,4.51,38.99,0.3548,separate
93,97,48439,842,0.21058203279972076,284,7.66,37.06,0.3373,separate
95,104,70155,43,0.05302325263619423,14,0.57,24.7,0.3256,separate
95,99,70155,496,0.15394048392772675,158,6.54,24.17,0.3185,separate
126,127,46702,54753,0.35568735003471375,14740,480.45,30.68,0.3156,possible_merge
9,13,254465,5739,0.18180544674396515,1487,274.39,5.42,0.2591,separate
179,191,2588,129790,0.4001622498035431,650,63.11,10.3,0.2512,possible_merge
6,9,28399,254465,0.5319173336029053,7078,1357.81,5.21,0.2492,possible_merge
4,9,18245,254465,0.2796398997306824,4404,872.33,5.05,0.2414,separate
126,129,46702,80212,0.540683388710022,11202,703.85,15.92,0.2399,possible_merge
98,100,5430,243061,0.3381807506084442,1279,247.98,5.16,0.2355,possible_merge
89,92,91328,13873,0.625027060508728,3128,238.06,13.14,0.2255,possible_merge
100,112,243061,111417,0.4626445472240448,24534,5088.32,4.82,0.2202,possible_merge
5,9,20604,254465,0.2720869481563568,4412,985.12,4.48,0.2141,separate
109,113,3732,177706,0.835421621799469,794,124.61,6.37,0.2128,possible_merge
7,9,27245,254465,0.28794580698013306,5727,1302.63,4.4,0.2102,separate
92,93,13873,48439,0.9027753472328186,2877,126.26,22.79,0.2074,possible_merge
19,22,4910,25584,0.44316619634628296,1002,23.6,42.45,0.2041,possible_merge
91,92,1470,13873,0.5060491561889648,300,3.83,78.29,0.2041,possible_merge
167,177,7418,153187,0.15812553465366364,1513,213.51,7.09,0.204,separate
61,63,236690,10646,0.5371444225311279,2166,473.45,4.57,0.2035,possible_merge
89,90,91328,67227,0.9876250624656677,13499,1153.6,11.7,0.2008,possible_merge
9,10,254465,59836,0.5261141061782837,11814,2860.87,4.13,0.1974,separate
91,97,1470,842,0.1238156408071518,160,0.23,687.99,0.19,separate
88,91,77421,1470,0.059192609041929245,266,21.38,12.44,0.181,separate
179,187,2588,102502,0.27493396401405334,465,49.84,9.33,0.1797,separate
88,92,77421,13873,0.020065221935510635,2485,201.81,12.31,0.1791,separate
126,128,46702,60428,0.7392800450325012,8274,530.25,15.6,0.1772,separate
127,129,54753,80212,0.8350740075111389,9555,825.19,11.58,0.1745,separate
173,177,89779,153187,0.179158553481102,15631,2584.07,6.05,0.1741,separate
100,102,243061,200185,0.585564136505127,33503,9142.28,3.66,0.1674,separate
91,93,1470,48439,0.5936830043792725,244,13.38,18.24,0.166,separate
89,93,91328,48439,0.7761146426200867,7968,831.2,9.59,0.1645,separate
99,104,496,43,0.7491231560707092,7,0.0,1746.79,0.1628,separate
123,127,8813,54753,0.9156366586685181,1390,90.66,15.33,0.1577,separate
11,12,170053,5505,0.5891204476356506,864,175.89,4.91,0.1569,separate
8,9,20799,254465,0.20185869932174683,3182,994.44,3.2,0.153,separate
97,105,842,8386,0.16911964118480682,128,1.33,96.48,0.152,separate
95,97,70155,842,0.06958121061325073,127,11.1,11.44,0.1508,separate
187,191,102502,129790,0.9135205149650574,15400,2499.66,6.16,0.1502,separate
161,162,23944,26087,0.6879938840866089,3569,117.36,30.41,0.1491,separate
168,177,8465,153187,0.4896780550479889,1249,243.64,5.13,0.1475,separate
100,105,243061,8386,0.48513537645339966,1218,382.98,3.18,0.1452,separate
102,109,200185,3732,0.25366905331611633,530,140.37,3.78,0.142,separate
171,177,125268,153187,0.3697575330734253,17600,3605.53,4.88,0.1405,separate
61,66,236690,12871,0.2191922813653946,1796,572.4,3.14,0.1395,separate
127,128,54753,60428,0.6842928528785706,7482,621.66,12.04,0.1367,separate
89,97,91328,842,0.13361674547195435,115,14.45,7.96,0.1366,separate
59,62,10621,165486,0.23321014642715454,1441,330.24,4.36,0.1357,separate
170,177,31394,153187,0.325971782207489,4253,903.6,4.71,0.1355,separate
97,99,842,496,0.7364528775215149,65,0.08,828.35,0.131,separate
3,9,19211,254465,0.11694886535406113,2506,918.51,2.73,0.1304,separate
2,10,15663,59836,0.24135930836200714,2030,176.09,11.53,0.1296,separate
59,61,10621,236690,0.496981680393219,1365,472.34,2.89,0.1285,separate
100,101,243061,19908,0.43116384744644165,2553,909.18,2.81,0.1282,separate
123,126,8813,46702,0.39185667037963867,1127,77.33,14.57,0.1279,separate
1,9,26403,254465,0.16808100044727325,3371,1262.38,2.67,0.1277,separate
178,191,50141,129790,0.41301676630973816,6366,1222.76,5.21,0.127,separate
58,62,98506,165486,0.32827967405319214,12320,3062.89,4.02,0.1251,separate
10,11,59836,170053,0.6424238085746765,7479,1911.85,3.91,0.125,separate
161,163,23944,32539,0.8521568775177002,2981,146.39,20.36,0.1245,separate
102,107,200185,993,0.3286714255809784,123,37.35,3.29,0.1239,separate
109,112,3732,111417,0.4247654676437378,450,78.13,5.76,0.1206,separate
61,64,236690,14234,0.3551183044910431,1712,633.02,2.7,0.1203,separate
113,116,177706,9930,0.2905089557170868,1193,331.56,3.6,0.1201,separate
100,103,243061,64049,0.6357040405273438,7688,2925.06,2.63,0.12,separate
62,63,165486,10646,0.4134877920150757,1252,331.02,3.78,0.1176,separate
100,106,243061,19178,0.4711812138557434,2254,875.84,2.57,0.1175,separate
86,92,45865,13873,0.015351289883255959,1604,119.55,13.42,0.1156,separate
123,129,8813,80212,0.7907364964485168,1009,132.82,7.6,0.1145,separate
86,91,45865,1470,0.025529855862259865,168,12.67,13.26,0.1143,separate
11,13,170053,5739,0.43121758103370667,653,183.37,3.56,0.1138,separate
91,95,1470,70155,0.14489834010601044,164,19.38,8.46,0.1116,separate
55,61,16767,236690,0.10290126502513885,1861,745.66,2.5,0.111,separate
61,67,236690,60407,0.21118615567684174,6663,2686.42,2.48,0.1103,separate
1,3,26403,19211,0.4272991120815277,2100,95.3,22.03,0.1093,separate
88,94,77421,14267,0.009196787141263485,1555,207.54,7.49,0.109,separate
107,113,993,177706,0.837035596370697,107,33.16,3.23,0.1078,separate
89,91,91328,1470,0.6450046896934509,156,25.22,6.18,0.1061,separate
166,177,18039,153187,0.2160121202468872,1899,519.21,3.66,0.1053,separate
108,113,9408,177706,0.43223848938941956,989,314.13,3.15,0.1051,separate
164,171,7034,125268,0.309258371591568,738,165.56,4.46,0.1049,separate
36,41,22247,12377,0.3557935059070587,1298,51.74,25.09,0.1049,separate
178,187,50141,102502,0.2838965356349945,5216,965.68,5.4,0.104,separate
35,40,49218,14080,0.26808300614356995,1447,130.21,11.11,0.1028,separate
126,130,46702,6138,0.6230133771896362,611,53.86,11.34,0.0995,separate
86,94,45865,14267,0.008683997206389904,1412,122.95,11.48,0.099,separate
112,113,111417,177706,0.6896970272064209,10954,3720.15,2.94,0.0983,separate
175,177,8703,153187,0.38953179121017456,850,250.49,3.39,0.0977,separate
80,84,137067,36953,0.3715169131755829,3539,951.68,3.72,0.0958,separate
6,10,28399,59836,0.2901918888092041,2710,319.28,8.49,0.0954,separate
62,64,165486,14234,0.3972165286540985,1332,442.58,3.01,0.0936,separate
58,63,98506,10646,0.3415624499320984,994,197.04,5.04,0.0934,separate
162,163,26087,32539,0.6421074867248535,2430,159.49,15.24,0.0931,separate
107,121,993,46416,0.6565231084823608,92,8.66,10.62,0.0926,separate
110,113,4390,177706,0.8312803506851196,404,146.58,2.76,0.092,separate
102,110,200185,4390,0.307562917470932,402,165.12,2.43,0.0916,separate
61,65,236690,125333,0.6837784647941589,11417,5573.82,2.05,0.0911,separate
173,178,89779,50141,0.7305078506469727,4561,845.81,5.39,0.091,separate
11,14,170053,16329,0.46839818358421326,1471,521.74,2.82,0.0901,separate
22,23,25584,13614,0.930076539516449,1216,65.44,18.58,0.0893,separate
88,90,77421,67227,0.07990888506174088,5934,977.93,6.07,0.0883,separate
60,61,57480,236690,0.7958540916442871,5059,2556.25,1.98,0.088,separate
86,90,45865,67227,0.04816966503858566,4004,579.34,6.91,0.0873,separate
123,128,8813,60428,0.7288532853126526,760,100.06,7.6,0.0862,separate
62,68,165486,5161,0.38865581154823303,441,160.47,2.75,0.0854,separate
124,127,11158,54753,0.7266846299171448,947,114.79,8.25,0.0849,separate
113,121,177706,46416,0.6701270341873169,3938,1549.81,2.54,0.0848,separate
109,114,3732,84638,0.5311403274536133,314,59.35,5.29,0.0841,separate
156,170,7787,31394,0.13783182203769684,649,45.93,14.13,0.0833,separate
128,129,60428,80212,0.6571969389915466,5014,910.72,5.51,0.083,separate
127,131,54753,6873,0.6891489028930664,567,70.71,8.02,0.0825,separate
185,191,58869,129790,0.3717838525772095,4850,1435.61,3.38,0.0824,separate
167,179,7418,2588,0.3768669664859772,212,3.61,58.77,0.0819,separate
14,15,16329,31110,0.6596870422363281,1333,95.45,13.97,0.0816,separate
106,113,19178,177706,0.79314786195755,1560,640.34,2.44,0.0813,separate
58,61,98506,236690,0.7040702700614929,7962,4380.77,1.82,0.0808,separate
168,171,8465,125268,0.5115686058998108,679,199.24,3.41,0.0802,separate
125,126,7545,46702,0.6961947679519653,593,66.21,8.96,0.0786,separate
62,69,165486,25802,0.3545612394809723,2028,802.27,2.53,0.0786,separate
10,14,59836,16329,0.5156195759773254,1275,183.58,6.95,0.0781,separate
4,10,18245,59836,0.37225252389907837,1418,205.12,6.91,0.0777,separate
127,130,54753,6138,0.5255225896835327,476,63.15,7.54,0.0775,separate
63,65,10646,125333,0.7417569160461426,806,250.7,3.21,0.0757,separate
106,112,19178,111417,0.6924095749855042,1429,401.48,3.56,0.0745,separate
107,112,993,111417,0.5473511219024658,74,20.79,3.56,0.0745,separate
102,105,200185,8386,0.5719654560089111,625,315.42,1.98,0.0745,separate
8,15,20799,31110,0.8854631781578064,1549,121.58,12.74,0.0745,separate
15,17,31110,9936,0.8553680181503296,733,58.08,12.62,0.0738,separate
129,130,80212,6138,0.515163004398346,447,92.51,4.83,0.0728,separate
171,175,125268,8703,0.4246797561645508,632,204.84,3.09,0.0726,separate
58,64,98506,14234,0.43029671907424927,1034,263.45,3.92,0.0726,separate
65,66,125333,12871,0.5616342425346375,913,303.1,3.01,0.0709,separate
186,191,9850,129790,0.36923307180404663,695,240.21,2.89,0.0706,separate
158,165,137851,139304,0.48772725462913513,9707,3608.12,2.69,0.0704,separate
58,59,98506,10621,0.5632480382919312,724,196.58,3.68,0.0682,separate
26,32,58520,9746,0.18164487183094025,664,107.16,6.2,0.0681,separate
90,96,67227,4678,0.11563652753829956,318,59.09,5.38,0.068,separate
119,120,12193,24748,0.9851400852203369,825,56.7,14.55,0.0677,separate
74,84,9645,36953,0.146636500954628,649,66.97,9.69,0.0673,separate
94,97,14267,842,0.12567654252052307,56,2.26,24.81,0.0665,separate
159,170,8190,31394,0.2553808391094208,537,48.31,11.12,0.0656,separate
11,19,170053,4910,0.2683044672012329,321,156.88,2.05,0.0654,separate
158,164,137851,7034,0.33627551794052124,458,182.19,2.51,0.0651,separate
62,66,165486,12871,0.5784593224525452,836,400.2,2.09,0.065,separate
178,181,50141,5209,0.5754683017730713,337,49.07,6.87,0.0647,separate
176,179,27875,2588,0.35045740008354187,167,13.55,12.32,0.0645,separate
114,115,84638,9395,0.798802375793457,605,149.41,4.05,0.0644,separate
125,127,7545,54753,0.5798095464706421,474,77.62,6.11,0.0628,separate
158,171,137851,125268,0.16704986989498138,7797,3244.57,2.4,0.0622,separate
167,171,7418,125268,0.46279191970825195,460,174.6,2.63,0.062,separate
11,16,170053,48694,0.3809334933757782,3014,1555.85,1.94,0.0619,separate
1,8,26403,20799,0.19635295867919922,1286,103.18,12.46,0.0618,separate
180,191,54352,129790,0.6261904239654541,3353,1325.45,2.53,0.0617,separate
5,15,20604,31110,0.21410466730594635,1270,120.44,10.54,0.0616,separate
10,12,59836,5505,0.42378100752830505,335,61.89,5.41,0.0609,separate
126,131,46702,6873,0.5013753771781921,418,60.31,6.93,0.0608,separate
91,99,1470,496,0.11412128061056137,30,0.14,218.99,0.0605,separate
60,62,57480,165486,0.09278767555952072,3460,1787.25,1.94,0.0602,separate
11,15,170053,31110,0.37833839654922485,1850,994.01,1.86,0.0595,separate
62,72,165486,26071,0.42067044973373413,1550,810.64,1.91,0.0595,separate
124,126,11158,46702,0.5514546036720276,653,97.91,6.67,0.0585,separate
166,171,18039,125268,0.7150622010231018,1053,424.58,2.48,0.0584,separate
21,23,96893,13614,0.49239930510520935,787,247.85,3.18,0.0578,separate
179,184,2588,32506,0.3974013924598694,148,15.81,9.36,0.0572,separate
18,23,7968,13614,0.5949080586433411,456,20.38,22.37,0.0572,separate
59,65,10621,125333,0.427046537399292,605,250.11,2.42,0.057,separate
8,11,20799,170053,0.29919862747192383,1186,664.56,1.78,0.057,separate
109,121,3732,46416,0.9108662009239197,211,32.55,6.48,0.0565,separate
103,112,64049,111417,0.5450092554092407,3612,1340.82,2.69,0.0564,separate
173,176,89779,27875,0.7279772162437439,1571,470.22,3.34,0.0564,separate
74,78,9645,22127,0.8469714522361755,543,40.1,13.54,0.0563,separate
64,68,14234,5161,0.7857961654663086,290,13.8,21.01,0.0562,separate
103,113,64049,177706,0.517794668674469,3593,2138.56,1.68,0.0561,separate
89,96,91328,4678,0.12038324773311615,262,80.27,3.26,0.056,separate
179,189,2588,42434,0.3424820601940155,145,20.63,7.03,0.056,separate
5,14,20604,16329,0.27925336360931396,915,63.21,14.47,0.056,separate
110,112,4390,111417,0.5344669222831726,246,91.9,2.68,0.056,separate
6,14,28399,16329,0.355953574180603,913,87.13,10.48,0.0559,separate
125,129,7545,80212,0.5821583867073059,421,113.71,3.7,0.0558,separate
156,158,7787,137851,0.21778379380702972,434,201.69,2.15,0.0557,separate
186,187,9850,102502,0.475210577249527,547,189.7,2.88,0.0555,separate
80,83,137067,34070,0.19596362113952637,1885,877.43,2.15,0.0553,separate
173,175,89779,8703,0.5420195460319519,481,146.81,3.28,0.0553,separate
62,65,165486,125333,0.6118867993354797,6912,3897.03,1.77,0.0551,separate
63,64,10646,14234,0.5309831500053406,582,28.47,20.44,0.0547,separate
88,93,77421,48439,0.010056913830339909,2643,704.63,3.75,0.0546,separate
153,156,61940,7787,0.13554343581199646,423,90.63,4.67,0.0543,separate
170,171,31394,125268,0.736341655254364,1685,738.91,2.28,0.0537,separate
70,78,7042,22127,0.5353432297706604,377,29.28,12.88,0.0535,separate
124,128,11158,60428,0.5561609864234924,596,126.69,4.7,0.0534,separate
167,188,7418,10328,0.25648006796836853,394,14.39,27.37,0.0531,separate
173,184,89779,32506,0.5057898759841919,1719,548.33,3.13,0.0529,separate
173,185,89779,58869,0.5645735859870911,3096,993.04,3.12,0.0526,separate
165,171,139304,125268,0.5411341786384583,6547,3278.77,2.0,0.0523,separate
181,185,5209,58869,0.866933286190033,272,57.62,4.72,0.0522,separate
74,80,9645,137067,0.15385869145393372,498,248.39,2.0,0.0516,separate
128,130,60428,6138,0.8057245016098022,316,69.69,4.53,0.0515,separate
64,70,14234,7042,0.4864282011985779,363,18.83,19.27,0.0515,separate
179,185,2588,58869,0.47285735607147217,133,28.63,4.65,0.0514,separate
178,179,50141,2588,0.42524516582489014,133,24.38,5.45,0.0514,separate
108,114,9408,84638,0.36149534583091736,481,149.61,3.21,0.0511,separate
179,180,2588,54352,0.47880131006240845,132,26.43,4.99,0.051,separate
99,100,496,243061,0.42593181133270264,25,22.65,1.1,0.0504,separate
98,102,5430,200185,0.6214210987091064,273,204.24,1.34,0.0503,separate
41,44,12377,16109,0.330943763256073,617,37.46,16.47,0.0499,separate
114,122,84638,20481,0.7660536766052246,1017,325.7,3.12,0.0497,separate
16,21,48694,96893,0.9093770980834961,2414,886.49,2.72,0.0496,separate
113,118,177706,9389,0.718392014503479,466,313.49,1.49,0.0496,separate
101,102,19908,200185,0.4932110011577606,985,748.8,1.32,0.0495,separate
190,191,98301,129790,0.44233614206314087,4869,2397.21,2.03,0.0495,separate
115,121,9395,46416,0.7178946137428284,465,81.94,5.68,0.0495,separate
60,65,57480,125333,0.35461774468421936,2823,1353.6,2.09,0.0491,separate
65,67,125333,60407,0.5782999396324158,2963,1422.53,2.08,0.0491,separate
173,182,89779,24282,0.5702184438705444,1185,409.61,2.89,0.0488,separate
138,141,162099,21855,0.48742473125457764,1067,665.64,1.6,0.0488,separate
128,131,60428,6873,0.5226583480834961,334,78.04,4.28,0.0486,separate
8,14,20799,16329,0.6745331287384033,791,63.81,12.4,0.0484,separate
159,165,8190,139304,0.1908363550901413,396,214.37,1.85,0.0484,separate
165,167,139304,7418,0.3544852137565613,358,194.16,1.84,0.0483,separate
179,188,2588,10328,0.7086164951324463,124,5.02,24.69,0.0479,separate
60,63,57480,10646,0.2756856381893158,510,114.98,4.44,0.0479,separate
186,190,9850,98301,0.8492342829704285,471,181.93,2.59,0.0478,separate
0,5,86111,20604,0.07169054448604584,982,333.36,2.95,0.0477,separate
26,30,58520,15532,0.44833311438560486,737,170.78,4.32,0.0475,separate
179,193,2588,70300,0.17029814422130585,123,34.18,3.6,0.0475,separate
7,14,27245,16329,0.12224455177783966,766,83.59,9.16,0.0469,separate
100,104,243061,43,0.2449580878019333,2,1.96,1.02,0.0465,separate
104,113,43,177706,0.2637205719947815,2,1.44,1.39,0.0465,separate
58,67,98506,60407,0.25801441073417664,2805,1118.04,2.51,0.0464,separate
173,183,89779,12224,0.5568832159042358,559,206.2,2.71,0.0457,separate
62,67,165486,60407,0.7659114599227905,2760,1878.26,1.47,0.0457,separate
165,170,139304,31394,0.30487537384033203,1435,821.71,1.75,0.0457,separate
80,85,137067,23372,0.3861447274684906,1049,601.92,1.74,0.0449,separate
117,121,2769,46416,0.8192265033721924,124,24.15,5.13,0.0448,separate
11,21,170053,96893,0.3561542332172394,4335,3095.88,1.4,0.0447,separate
0,6,86111,28399,0.04644114151597023,1269,459.48,2.76,0.0447,separate
189,191,42434,129790,0.7111139893531799,1889,1034.81,1.83,0.0445,separate
180,187,54352,102502,0.6049116849899292,2421,1046.78,2.31,0.0445,separate
59,68,10621,5161,0.3851087689399719,229,10.3,22.23,0.0444,separate
129,131,80212,6873,0.8550890684127808,304,103.58,2.93,0.0442,separate
3,5,19211,20604,0.19329284131526947,844,74.37,11.35,0.0439,separate
78,84,22127,36953,0.3687264323234558,966,153.63,6.29,0.0437,separate
10,15,59836,31110,0.38508176803588867,1356,349.76,3.88,0.0436,separate
48,53,8709,51193,0.19934549927711487,379,83.77,4.52,0.0435,separate
91,94,1470,14267,0.19454744458198547,63,3.94,15.99,0.0429,separate
105,108,8386,9408,0.629736065864563,360,14.82,24.29,0.0429,separate
17,26,9936,58520,0.15282700955867767,425,109.25,3.89,0.0428,separate
125,128,7545,60428,0.8982627391815186,322,85.67,3.76,0.0427,separate
63,67,10646,60407,0.4813915193080902,452,120.83,3.74,0.0425,separate
111,113,20840,177706,0.8696213364601135,885,695.84,1.27,0.0425,separate
7,8,27245,20799,0.15158694982528687,880,106.47,8.27,0.0423,separate
0,8,86111,20799,0.039108917117118835,879,336.52,2.61,0.0423,separate
114,121,84638,46416,0.7459968328475952,1964,738.14,2.66,0.0423,separate
114,116,84638,9930,0.4818525016307831,419,157.91,2.65,0.0422,separate
1,5,26403,20604,0.37382772564888,868,102.21,8.49,0.0421,separate
16,23,48694,13614,0.5489864945411682,570,124.56,4.58,0.0419,separate
58,65,98506,125333,0.5651875734329224,4112,2319.72,1.77,0.0417,separate
138,142,162099,23779,0.24088241159915924,990,724.24,1.37,0.0416,separate
108,116,9408,9930,0.7942684292793274,391,17.55,22.28,0.0416,separate
59,64,10621,14234,0.8161919116973877,439,28.41,15.45,0.0413,separate
136,138,47213,162099,0.2625207304954529,1932,1437.97,1.34,0.0409,separate
169,177,6653,153187,0.46374207735061646,272,191.49,1.42,0.0409,separate
10,13,59836,5739,0.2828845679759979,234,64.52,3.63,0.0408,separate
53,55,51193,16767,0.8124114274978638,678,161.28,4.2,0.0404,separate
103,108,64049,9408,0.29503482580184937,379,113.22,3.35,0.0403,separate
64,65,14234,125333,0.4546757936477661,573,335.2,1.71,0.0403,separate
37,41,9479,12377,0.5144414305686951,382,22.04,17.33,0.0403,separate
86,93,45865,48439,0.013708111830055714,1811,417.43,4.34,0.0395,separate
149,153,17526,61940,0.4141713082790375,688,203.97,3.37,0.0393,separate
156,159,7787,8190,0.8187869191169739,305,11.98,25.45,0.0392,separate
92,95,13873,70155,0.24825671315193176,542,182.87,2.96,0.0391,separate
189,190,42434,98301,0.5814188718795776,1661,783.75,2.12,0.0391,separate
5,8,20604,20799,0.5350692868232727,805,80.52,10.0,0.0391,separate
121,122,46416,20481,0.9801229238510132,796,178.62,4.46,0.0389,separate
0,3,86111,19211,0.44890928268432617,745,310.83,2.4,0.0388,separate
185,189,58869,42434,0.5459216833114624,1642,469.36,3.5,0.0387,separate
50,54,17393,8612,0.6706308126449585,330,28.14,11.73,0.0383,separate
58,60,98506,57480,0.499722421169281,2204,1063.87,2.07,0.0383,separate
163,164,32539,7034,0.1384815275669098,269,43.0,6.26,0.0382,separate
31,35,19675,49218,0.271824449300766,748,181.95,4.11,0.038,separate
63,68,10646,5161,0.49863189458847046,196,10.32,18.99,0.038,separate
135,141,42031,21855,0.3663731813430786,831,172.59,4.81,0.038,separate
188,193,10328,70300,0.38474518060684204,389,136.42,2.85,0.0377,separate
158,159,137851,8190,0.37234997749328613,309,212.13,1.46,0.0377,separate
124,129,11158,80212,0.9232197999954224,417,168.16,2.48,0.0374,separate
137,138,61617,162099,0.2232041358947754,2297,1876.67,1.22,0.0373,separate
24,26,9728,58520,0.7450995445251465,361,106.96,3.37,0.0371,separate
0,4,86111,18245,0.12101352214813232,672,295.2,2.28,0.0368,separate
3,7,19211,27245,0.11645132303237915,706,98.34,7.18,0.0367,separate
59,60,10621,57480,0.35423633456230164,389,114.71,3.39,0.0366,separate
59,63,10621,10646,0.43923625349998474,389,21.25,18.31,0.0366,separate
37,40,9479,14080,0.3012439012527466,346,25.08,13.8,0.0365,separate
4,7,18245,27245,0.18135353922843933,665,93.4,7.12,0.0364,separate
