cluster_a,cluster_b,n_spikes_a,n_spikes_b,template_similarity,n_coincident_1lag,expected_by_chance,coincidence_ratio,coincident_frac_of_smaller,flag
51,56,12041,7721,0.3846818506717682,113,17.47,6.47,0.0146,separate
181,182,5209,24282,0.8976880311965942,76,23.77,3.2,0.0146,separate
71,74,16363,9645,0.37214797735214233,141,29.65,4.75,0.0146,separate
48,52,8709,14462,0.6909303665161133,127,23.66,5.37,0.0146,separate
108,109,9408,3732,0.39784911274909973,54,6.6,8.19,0.0145,separate
19,23,4910,13614,0.18061397969722748,71,12.56,5.65,0.0145,separate
14,22,16329,25584,0.33445876836776733,237,78.49,3.02,0.0145,separate
153,161,61940,23944,0.1129189133644104,345,278.66,1.24,0.0144,separate
135,136,42031,47213,0.6542066335678101,605,372.85,1.62,0.0144,separate
117,120,2769,24748,0.9144613742828369,40,12.88,3.11,0.0144,separate
117,119,2769,12193,0.9006702899932861,40,6.34,6.31,0.0144,separate
110,122,4390,20481,0.5546075105667114,63,16.89,3.73,0.0144,separate
70,71,7042,16363,0.401178240776062,100,21.65,4.62,0.0142,separate
111,117,20840,2769,0.6174523830413818,39,10.84,3.6,0.0141,separate
56,57,7721,11595,0.663033664226532,109,16.82,6.48,0.0141,separate
50,56,17393,7721,0.5641981363296509,108,25.23,4.28,0.014,separate
166,175,18039,8703,0.4506092071533203,122,29.5,4.14,0.014,separate
71,75,16363,10682,0.6115477085113525,150,32.84,4.57,0.014,separate
147,149,25523,17526,0.6723869442939758,241,84.05,2.87,0.0138,separate
44,49,16109,7584,0.6545736789703369,105,22.95,4.57,0.0138,separate
153,155,61940,10920,0.5753017663955688,151,127.09,1.19,0.0138,separate
17,24,9936,9728,0.2672184109687805,134,18.16,7.38,0.0138,separate
45,48,13397,8709,0.5767676830291748,120,21.92,5.47,0.0138,separate
180,188,54352,10328,0.39313867688179016,141,105.47,1.34,0.0137,separate
68,72,5161,26071,0.26819878816604614,70,25.28,2.77,0.0136,separate
174,184,18202,32506,0.5678765177726746,248,111.17,2.23,0.0136,separate
34,37,14719,9479,0.43454790115356445,127,26.21,4.84,0.0134,separate
49,51,7584,12041,0.7021118402481079,101,17.16,5.89,0.0133,separate
42,48,7979,8709,0.2949669361114502,106,13.06,8.12,0.0133,separate
2,12,15663,5505,0.17543241381645203,73,16.2,4.51,0.0133,separate
25,29,10547,27346,0.3691876232624054,140,54.19,2.58,0.0133,separate
130,134,6138,49426,0.4437234103679657,81,57.0,1.42,0.0132,separate
75,76,10682,108183,0.4933166801929474,140,217.13,0.64,0.0131,separate
12,14,5505,16329,0.47091004252433777,72,16.89,4.26,0.0131,separate
128,133,60428,24753,0.11679979413747787,325,281.04,1.16,0.0131,separate
66,71,12871,16363,0.5781510472297668,169,39.57,4.27,0.0131,separate
66,72,12871,26071,0.5836096405982971,167,63.05,2.65,0.013,separate
87,93,19381,48439,0.028125924989581108,252,176.39,1.43,0.013,separate
126,133,46702,24753,0.1685429960489273,323,217.21,1.49,0.013,separate
115,120,9395,24748,0.5258054733276367,119,43.69,2.72,0.0127,separate
13,14,5739,16329,0.4781700372695923,73,17.61,4.15,0.0127,separate
29,32,27346,9746,0.33306342363357544,123,50.08,2.46,0.0126,separate
54,56,8612,7721,0.7224389910697937,97,12.49,7.76,0.0126,separate
52,56,14462,7721,0.2928673028945923,97,20.98,4.62,0.0126,separate
41,43,12377,10675,0.35694873332977295,134,24.83,5.4,0.0126,separate
163,167,32539,7418,0.1387908160686493,93,45.35,2.05,0.0125,separate
53,57,51193,11595,0.431877464056015,145,111.53,1.3,0.0125,separate
39,44,10258,16109,0.22351592779159546,127,31.05,4.09,0.0124,separate
148,150,16033,14043,0.8305407762527466,174,42.3,4.11,0.0124,separate
4,12,18245,5505,0.32679906487464905,68,18.87,3.6,0.0124,separate
77,78,9986,22127,0.3012092113494873,124,41.52,2.99,0.0124,separate
74,75,9645,10682,0.4604569971561432,119,19.36,6.15,0.0123,separate
73,76,17297,108183,0.5805447697639465,211,351.59,0.6,0.0122,separate
29,30,27346,15532,0.724818766117096,189,79.8,2.37,0.0122,separate
166,170,18039,31394,0.8523685932159424,220,106.41,2.07,0.0122,separate
18,19,7968,4910,0.6119124293327332,60,7.35,8.16,0.0122,separate
135,139,42031,26217,0.7670020461082458,315,207.04,1.52,0.012,separate
141,147,21855,25523,0.21034547686576843,261,104.81,2.49,0.0119,separate
82,83,17753,34070,0.8157426714897156,211,113.65,1.86,0.0119,separate
186,188,9850,10328,0.37728092074394226,117,19.11,6.12,0.0119,separate
14,18,16329,7968,0.5621393918991089,94,24.45,3.85,0.0118,separate
109,119,3732,12193,0.7330111265182495,44,8.55,5.15,0.0118,separate
14,23,16329,13614,0.22256159782409668,160,41.77,3.83,0.0118,separate
4,13,18245,5739,0.22959387302398682,67,19.67,3.41,0.0117,separate
38,41,12802,12377,0.389731228351593,145,29.77,4.87,0.0117,separate
73,81,17297,28424,0.32808247208595276,200,92.38,2.17,0.0116,separate
123,124,8813,11158,0.7744088768959045,101,18.48,5.47,0.0115,separate
76,79,108183,15861,0.5967848300933838,183,322.4,0.57,0.0115,separate
139,143,26217,31920,0.2264186292886734,299,157.24,1.9,0.0114,separate
150,151,14043,29389,0.37707504630088806,160,77.54,2.06,0.0114,separate
17,18,9936,7968,0.42556989192962646,91,14.88,6.12,0.0114,separate
136,139,47213,26217,0.4488303065299988,298,232.57,1.28,0.0114,separate
94,95,14267,70155,0.486683189868927,163,188.06,0.87,0.0114,separate
51,53,12041,51193,0.3779093325138092,137,115.82,1.18,0.0114,separate
131,133,6873,24753,0.31062623858451843,78,31.97,2.44,0.0113,separate
189,192,42434,45474,0.3112925589084625,479,362.56,1.32,0.0113,separate
16,18,48694,7968,0.5990797281265259,89,72.9,1.22,0.0112,separate
137,139,61617,26217,0.42383965849876404,293,303.52,0.97,0.0112,separate
42,46,7979,12974,0.614274799823761,89,19.45,4.58,0.0112,separate
12,15,5505,31110,0.3009291887283325,61,32.18,1.9,0.0111,separate
107,118,993,9389,0.6938616037368774,11,1.75,6.28,0.0111,separate
107,109,993,3732,0.8865653276443481,11,0.7,15.8,0.0111,separate
27,32,21183,9746,0.6061837673187256,107,38.79,2.76,0.011,separate
182,183,24282,12224,0.9281736016273499,134,55.77,2.4,0.011,separate
28,30,15905,15532,0.42921537160873413,171,46.42,3.68,0.011,separate
152,155,12591,10920,0.6985946297645569,119,25.83,4.61,0.0109,separate
30,32,15532,9746,0.6814006567001343,106,28.44,3.73,0.0109,separate
4,8,18245,20799,0.3733360171318054,199,71.3,2.79,0.0109,separate
164,166,7034,18039,0.2631351947784424,76,23.84,3.19,0.0108,separate
123,131,8813,6873,0.6667088866233826,74,11.38,6.5,0.0108,separate
172,174,41964,18202,0.8667775392532349,197,143.52,1.37,0.0108,separate
81,82,28424,17753,0.6134032011032104,191,94.81,2.01,0.0108,separate
52,54,14462,8612,0.6004016399383545,92,23.4,3.93,0.0107,separate
30,34,15532,14719,0.6599553227424622,157,42.95,3.65,0.0107,separate
157,161,44998,23944,0.05210653692483902,256,202.44,1.26,0.0107,separate
69,72,25802,26071,0.7819609642028809,273,126.39,2.16,0.0106,separate
157,160,44998,3026,0.1698959767818451,32,25.58,1.25,0.0106,separate
5,6,20604,28399,0.3560156524181366,219,109.94,1.99,0.0106,separate
77,81,9986,28424,0.3086031675338745,106,53.33,1.99,0.0106,separate
155,157,10920,44998,0.06956076622009277,116,92.33,1.26,0.0106,separate
27,30,21183,15532,0.8155667781829834,163,61.82,2.64,0.0105,separate
166,168,18039,8465,0.4600614905357361,89,28.69,3.1,0.0105,separate
98,101,5430,19908,0.24870698153972626,57,20.31,2.81,0.0105,separate
111,120,20840,24748,0.6490839719772339,218,96.9,2.25,0.0105,separate
188,189,10328,42434,0.23790805041790009,108,82.35,1.31,0.0105,separate
70,72,7042,26071,0.26649805903434753,73,34.5,2.12,0.0104,separate
150,152,14043,12591,0.8089132308959961,131,33.22,3.94,0.0104,separate
133,134,24753,49426,0.5142179131507874,254,229.87,1.1,0.0103,separate
71,73,16363,17297,0.4747420847415924,168,53.18,3.16,0.0103,separate
49,56,7584,7721,0.1417206972837448,78,11.0,7.09,0.0103,separate
154,155,9235,10920,0.6567018032073975,95,18.95,5.01,0.0103,separate
45,46,13397,12974,0.8728338479995728,133,32.66,4.07,0.0103,separate
38,40,12802,14080,0.7689212560653687,130,33.87,3.84,0.0102,separate
66,70,12871,7042,0.3889814019203186,72,17.03,4.23,0.0102,separate
119,122,12193,20481,0.8296295404434204,124,46.92,2.64,0.0102,separate
157,164,44998,7034,0.13556532561779022,72,59.47,1.21,0.0102,separate
37,38,9479,12802,0.4829791188240051,96,22.8,4.21,0.0101,separate
152,154,12591,9235,0.8333735466003418,93,21.85,4.26,0.0101,separate
73,75,17297,10682,0.8381645679473877,108,34.72,3.11,0.0101,separate
15,16,31110,48694,0.4058782756328583,315,284.63,1.11,0.0101,separate
151,155,29389,10920,0.47838687896728516,109,60.3,1.81,0.01,separate
34,38,14719,12802,0.18206444382667542,128,35.4,3.62,0.01,separate
71,72,16363,26071,0.7426390051841736,163,80.15,2.03,0.01,separate
43,49,10675,7584,0.3390616178512573,76,15.21,5.0,0.01,separate
115,119,9395,12193,0.5166465640068054,93,21.52,4.32,0.0099,separate
87,88,19381,77421,0.5784909725189209,189,281.93,0.67,0.0098,separate
55,56,16767,7721,0.6317927241325378,76,24.32,3.12,0.0098,separate
69,71,25802,16363,0.8489500880241394,161,79.33,2.03,0.0098,separate
142,145,23779,11696,0.7020010948181152,113,52.26,2.16,0.0097,separate
78,81,22127,28424,0.3453086316585541,213,118.17,1.8,0.0096,separate
8,12,20799,5505,0.2858482301235199,53,21.51,2.46,0.0096,separate
167,168,7418,8465,0.3234626054763794,71,11.8,6.02,0.0096,separate
174,181,18202,5209,0.6212010383605957,50,17.81,2.81,0.0096,separate
132,134,18497,49426,0.5593116879463196,178,171.78,1.04,0.0096,separate
130,133,6138,24753,0.3281470239162445,59,28.55,2.07,0.0096,separate
29,31,27346,19675,0.41115185618400574,187,101.09,1.85,0.0095,separate
142,147,23779,25523,0.20300030708312988,225,114.03,1.97,0.0095,separate
166,167,18039,7418,0.4507976770401001,70,25.14,2.78,0.0094,separate
27,28,21183,15905,0.4921136796474457,148,63.3,2.34,0.0093,separate
73,74,17297,9645,0.32276079058647156,90,31.35,2.87,0.0093,separate
146,147,20410,25523,0.7008548974990845,189,97.88,1.93,0.0093,separate
71,77,16363,9986,0.22062349319458008,93,30.7,3.03,0.0093,separate
132,133,18497,24753,0.7799811363220215,170,86.03,1.98,0.0092,separate
106,118,19178,9389,0.5217275619506836,86,33.83,2.54,0.0092,separate
127,132,54753,18497,0.08273305743932724,169,190.29,0.89,0.0091,separate
39,40,10258,14080,0.6641356945037842,93,27.14,3.43,0.0091,separate
107,111,993,20840,0.8854805827140808,9,3.89,2.31,0.0091,separate
79,85,15861,23372,0.41684383153915405,143,69.65,2.05,0.009,separate
129,132,80212,18497,0.09746050834655762,166,278.77,0.6,0.009,separate
73,77,17297,9986,0.5913134217262268,89,32.45,2.74,0.0089,separate
44,47,16109,10400,0.8881815671920776,92,31.48,2.92,0.0088,separate
76,77,108183,9986,0.8228171467781067,88,202.98,0.43,0.0088,separate
83,85,34070,23372,0.7834175825119019,205,149.62,1.37,0.0088,separate
42,47,7979,10400,0.4618262052536011,70,15.59,4.49,0.0088,separate
161,167,23944,7418,0.18313805758953094,65,33.37,1.95,0.0088,separate
45,49,13397,7584,0.4017834961414337,66,19.09,3.46,0.0087,separate
14,20,16329,459,0.38192427158355713,4,1.41,2.84,0.0087,separate
174,176,18202,27875,0.838535487651825,159,95.33,1.67,0.0087,separate
47,49,10400,7584,0.8697568774223328,66,14.82,4.45,0.0087,separate
118,120,9389,24748,0.8786001801490784,81,43.66,1.86,0.0086,separate
75,77,10682,9986,0.6799038648605347,85,20.04,4.24,0.0085,separate
169,170,6653,31394,0.8576943278312683,56,39.24,1.43,0.0084,separate
36,38,22247,12802,0.3359382450580597,108,53.51,2.02,0.0084,separate
109,120,3732,24748,0.7308323383331299,31,17.35,1.79,0.0083,separate
169,176,6653,27875,0.3220784664154053,55,34.84,1.58,0.0083,separate
79,81,15861,28424,0.6096924543380737,131,84.71,1.55,0.0083,separate
123,130,8813,6138,0.6120603084564209,51,10.16,5.02,0.0083,separate
17,22,9936,25584,0.34450313448905945,81,47.76,1.7,0.0082,separate
1,4,26403,18245,0.540382981300354,149,90.51,1.65,0.0082,separate
99,103,496,64049,0.3293537199497223,4,5.97,0.67,0.0081,separate
153,154,61940,9235,0.4352114796638489,75,107.48,0.7,0.0081,separate
5,7,20604,27245,0.43275517225265503,167,105.47,1.58,0.0081,separate
18,22,7968,25584,0.6993533968925476,64,38.3,1.67,0.008,separate
69,70,25802,7042,0.3681373596191406,56,34.14,1.64,0.008,separate
46,48,12974,8709,0.8526610136032104,70,21.23,3.3,0.008,separate
111,119,20840,12193,0.6472476720809937,97,47.74,2.03,0.008,separate
174,182,18202,24282,0.6125292181968689,146,83.04,1.76,0.008,separate
109,117,3732,2769,0.7176536917686462,22,1.94,11.33,0.0079,separate
144,148,18671,16033,0.8473001718521118,127,56.25,2.26,0.0079,separate
81,83,28424,34070,0.5535127520561218,225,181.96,1.24,0.0079,separate
117,118,2769,9389,0.830988347530365,22,4.88,4.5,0.0079,separate
144,145,18671,11696,0.7624621391296387,91,41.03,2.22,0.0078,separate
87,92,19381,13873,0.01649051532149315,108,50.52,2.14,0.0078,separate
35,36,49218,22247,0.502587080001831,172,205.73,0.84,0.0077,separate
82,85,17753,23372,0.6555293202400208,135,77.96,1.73,0.0076,separate
86,88,45865,77421,0.6409631371498108,342,667.19,0.51,0.0075,separate
162,167,26087,7418,0.2003958821296692,56,36.36,1.54,0.0075,separate
84,85,36953,23372,0.7266589403152466,172,162.28,1.06,0.0074,separate
40,43,14080,10675,0.22386018931865692,78,28.24,2.76,0.0073,separate
45,47,13397,10400,0.5609486699104309,76,26.18,2.9,0.0073,separate
31,33,19675,11646,0.7618088126182556,84,43.05,1.95,0.0072,separate
42,45,7979,13397,0.8782598376274109,57,20.08,2.84,0.0071,separate
145,148,11696,16033,0.5662475228309631,82,35.23,2.33,0.007,separate
27,29,21183,27346,0.8305020928382874,148,108.84,1.36,0.007,separate
42,49,7979,7584,0.24925290048122406,53,11.37,4.66,0.007,separate
141,146,21855,20410,0.723239541053772,143,83.81,1.71,0.007,separate
126,132,46702,18497,0.15996457636356354,128,162.31,0.79,0.0069,separate
106,110,19178,4390,0.537521481513977,30,15.82,1.9,0.0068,separate
106,111,19178,20840,0.6385664343833923,128,75.09,1.7,0.0067,separate
142,144,23779,18671,0.8093096613883972,124,83.42,1.49,0.0066,separate
160,170,3026,31394,0.10743500292301178,20,17.85,1.12,0.0066,separate
16,17,48694,9936,0.42711466550827026,66,90.91,0.73,0.0066,separate
167,169,7418,6653,0.33740347623825073,44,9.27,4.75,0.0066,separate
120,122,24748,20481,0.8468841314315796,131,95.24,1.38,0.0064,separate
38,39,12802,10258,0.6918226480484009,66,24.67,2.67,0.0064,separate
118,122,9389,20481,0.8133514523506165,60,36.13,1.66,0.0064,separate
74,77,9645,9986,0.3292136788368225,61,18.1,3.37,0.0063,separate
163,166,32539,18039,0.1610066294670105,113,110.29,1.02,0.0063,separate
28,29,15905,27346,0.3801456391811371,98,81.72,1.2,0.0062,separate
81,85,28424,23372,0.8246437907218933,146,124.82,1.17,0.0062,separate
30,33,15532,11646,0.48262497782707214,71,33.99,2.09,0.0061,separate
116,119,9930,12193,0.2733270525932312,61,22.75,2.68,0.0061,separate
143,145,31920,11696,0.7672416567802429,71,70.15,1.01,0.0061,separate
50,55,17393,16767,0.4562091529369354,103,54.79,1.88,0.0061,separate
141,144,21855,18671,0.4711655378341675,113,76.67,1.47,0.0061,separate
124,130,11158,6138,0.4754801094532013,37,12.87,2.88,0.006,separate
145,147,11696,25523,0.3610461354255676,69,56.09,1.23,0.0059,separate
115,118,9395,9389,0.6132475733757019,55,16.57,3.32,0.0059,separate
181,183,5209,12224,0.9638125896453857,30,11.96,2.51,0.0058,separate
39,41,10258,12377,0.6031818985939026,60,23.86,2.52,0.0058,separate
151,154,29389,9235,0.4924596846103668,54,51.0,1.06,0.0058,separate
174,183,18202,12224,0.7389022707939148,70,41.81,1.67,0.0057,separate
146,148,20410,16033,0.5409935116767883,91,61.48,1.48,0.0057,separate
39,42,10258,7979,0.18789726495742798,45,15.38,2.93,0.0056,separate
13,17,5739,9936,0.22794309258460999,32,10.71,2.99,0.0056,separate
145,146,11696,20410,0.7277336120605469,66,44.85,1.47,0.0056,separate
131,132,6873,18497,0.13445892930030823,38,23.89,1.59,0.0055,separate
149,152,17526,12591,0.47029420733451843,69,41.46,1.66,0.0055,separate
109,118,3732,9389,0.8900311589241028,20,6.58,3.04,0.0054,separate
143,144,31920,18671,0.5345966815948486,101,111.98,0.9,0.0054,separate
43,48,10675,8709,0.23415204882621765,47,17.47,2.69,0.0054,separate
124,131,11158,6873,0.8253427147865295,37,14.41,2.57,0.0054,separate
141,145,21855,11696,0.6849973201751709,63,48.03,1.31,0.0054,separate
81,84,28424,36953,0.506346583366394,150,197.35,0.76,0.0053,separate
28,31,15905,19675,0.3866150379180908,84,58.8,1.43,0.0053,separate
50,53,17393,51193,0.5259833931922913,88,167.3,0.53,0.0051,separate
166,169,18039,6653,0.616203248500824,34,22.55,1.51,0.0051,separate
142,143,23779,31920,0.7448877096176147,118,142.61,0.83,0.005,separate
98,107,5430,993,0.3078857362270355,5,1.01,4.94,0.005,separate
107,110,993,4390,0.9617179036140442,5,0.82,6.1,0.005,separate
110,111,4390,20840,0.9216269850730896,22,17.19,1.28,0.005,separate
162,166,26087,18039,0.08694371581077576,88,88.42,1.0,0.0049,separate
44,48,16109,8709,0.37482786178588867,43,26.36,1.63,0.0049,separate
44,46,16109,12974,0.5094259977340698,62,39.27,1.58,0.0048,separate
118,119,9389,12193,0.8631476759910583,45,21.51,2.09,0.0048,separate
77,79,9986,15861,0.7518001794815063,48,29.76,1.61,0.0048,separate
97,101,842,19908,0.13166111707687378,4,3.15,1.27,0.0048,separate
96,97,4678,842,0.360641211271286,4,0.74,5.4,0.0048,separate
143,146,31920,20410,0.47876420617103577,95,122.41,0.78,0.0047,separate
142,146,23779,20410,0.5235941410064697,96,91.19,1.05,0.0047,separate
148,149,16033,17526,0.4779559373855591,76,52.8,1.44,0.0047,separate
110,118,4390,9389,0.7145354151725769,20,7.74,2.58,0.0046,separate
151,152,29389,12591,0.5109401345252991,58,69.53,0.83,0.0046,separate
109,111,3732,20840,0.8972765803337097,17,14.61,1.16,0.0046,separate
163,170,32539,31394,0.13630568981170654,140,191.94,0.73,0.0045,separate
161,166,23944,18039,0.15555687248706818,79,81.16,0.97,0.0044,separate
17,20,9936,459,0.3916516900062561,2,0.86,2.33,0.0044,separate
82,84,17753,36953,0.5556808114051819,78,123.26,0.63,0.0044,separate
20,22,459,25584,0.8581194281578064,2,2.21,0.91,0.0044,separate
46,47,12974,10400,0.5657297372817993,45,25.35,1.77,0.0043,separate
98,110,5430,4390,0.2869008481502533,19,4.48,4.24,0.0043,separate
125,130,7545,6138,0.7921634912490845,26,8.7,2.99,0.0042,separate
46,49,12974,7584,0.4973052144050598,32,18.49,1.73,0.0042,separate
42,44,7979,16109,0.5728724002838135,33,24.15,1.37,0.0041,separate
147,150,25523,14043,0.36071130633354187,58,67.34,0.86,0.0041,separate
130,132,6138,18497,0.3470393717288971,25,21.33,1.17,0.0041,separate
49,52,7584,14462,0.41892150044441223,30,20.61,1.46,0.004,separate
109,110,3732,4390,0.8641650676727295,15,3.08,4.87,0.004,separate
174,175,18202,8703,0.5021337866783142,35,29.76,1.18,0.004,separate
43,44,10675,16109,0.8800285458564758,41,32.31,1.27,0.0038,separate
141,143,21855,31920,0.7770175933837891,80,131.08,0.61,0.0037,separate
31,34,19675,14719,0.4065423011779785,53,54.41,0.97,0.0036,separate
125,131,7545,6873,0.4863077402114868,25,9.74,2.57,0.0036,separate
27,31,21183,19675,0.29950734972953796,67,78.31,0.86,0.0034,separate
55,57,16767,11595,0.5238149166107178,38,36.53,1.04,0.0033,separate
149,150,17526,14043,0.5564441084861755,47,46.24,1.02,0.0033,separate
43,47,10675,10400,0.6425813436508179,34,20.86,1.63,0.0033,separate
32,33,9746,11646,0.4711866080760956,32,21.33,1.5,0.0033,separate
141,142,21855,23779,0.6371715664863586,69,97.65,0.71,0.0032,separate
39,43,10258,10675,0.22444847226142883,33,20.57,1.6,0.0032,separate
157,159,44998,8190,0.3284907639026642,25,69.24,0.36,0.0031,separate
44,45,16109,13397,0.5841531753540039,41,40.55,1.01,0.0031,separate
123,125,8813,7545,0.6977983117103577,23,12.49,1.84,0.003,separate
156,157,7787,44998,0.3268417716026306,23,65.84,0.35,0.003,separate
30,31,15532,19675,0.5563963651657104,46,57.42,0.8,0.003,separate
147,148,25523,16033,0.4433727562427521,47,76.89,0.61,0.0029,separate
144,147,18671,25523,0.3909030556678772,53,89.54,0.59,0.0028,separate
50,52,17393,14462,0.47869807481765747,39,47.26,0.83,0.0027,separate
144,146,18671,20410,0.6228302121162415,50,71.6,0.7,0.0027,separate
43,46,10675,12974,0.42977210879325867,27,26.02,1.04,0.0025,separate
168,169,8465,6653,0.8637136816978455,16,10.58,1.51,0.0024,separate
33,34,11646,14719,0.6119720935821533,27,32.21,0.84,0.0023,separate
19,20,4910,459,0.5912045240402222,1,0.42,2.36,0.0022,separate
48,51,8709,12041,0.4311566650867462,18,19.7,0.91,0.0021,separate
47,48,10400,8709,0.5096395015716553,17,17.02,1.0,0.002,separate
98,99,5430,496,0.2736092209815979,1,0.51,1.98,0.002,separate
31,32,19675,9746,0.42424875497817993,19,36.03,0.53,0.0019,separate
168,175,8465,8703,0.8547341823577881,14,13.84,1.01,0.0017,separate
160,166,3026,18039,0.12856709957122803,5,10.26,0.49,0.0017,separate
3,4,19211,18245,0.40452855825424194,30,65.86,0.46,0.0016,separate
130,131,6138,6873,0.5661167502403259,9,7.93,1.14,0.0015,separate
12,13,5505,5739,0.8865654468536377,8,5.94,1.35,0.0015,separate
51,52,12041,14462,0.5497560501098633,17,32.72,0.52,0.0014,separate
83,84,34070,36953,0.644187331199646,45,236.55,0.19,0.0013,separate
124,125,11158,7545,0.5862790942192078,10,15.82,0.63,0.0013,separate
160,164,3026,7034,0.09051506966352463,4,4.0,1.0,0.0013,separate
159,160,8190,3026,0.1630399525165558,4,4.66,0.86,0.0013,separate
2,3,15663,19211,0.5127098560333252,17,56.54,0.3,0.0011,separate
156,160,7787,3026,0.12333489954471588,3,4.43,0.68,0.001,separate
169,175,6653,8703,0.6304581761360168,5,10.88,0.46,0.0008,separate
48,49,8709,7584,0.5591056942939758,6,12.41,0.48,0.0008,separate
43,45,10675,13397,0.5403404235839844,9,26.87,0.33,0.0008,separate
42,43,7979,10675,0.6089295148849487,2,16.0,0.12,0.0003,separate
18,20,7968,459,0.6114859580993652,0,0.69,0.0,0.0,separate
96,104,4678,43,0.2533659040927887,0,0.04,0.0,0.0,separate
20,23,459,13614,0.6766708493232727,0,1.17,0.0,0.0,separate
104,106,43,19178,0.37148284912109375,0,0.15,0.0,0.0,separate
101,104,19908,43,0.12948085367679596,0,0.16,0.0,0.0,separate
