condition,amplitude,frequency,analysis_group,n_trials,on_delta_mean,on_delta_ci_low,on_delta_ci_high,off_delta_mean,off_delta_ci_low,off_delta_ci_high,on_minus_off_mean,on_minus_off_ci_low,on_minus_off_ci_high
amp100_freq5,100,5,A_dHPC_0-31,200,0.7605390167236328,-5.3017775936126705,6.675820819854735,-0.38734046936035155,-6.851855531692505,6.123011564254742,1.1478794860839843,-4.04923864364624,6.536476881027217
amp100_freq5,100,5,A_dHPC_32-63,200,1.9952423095703125,-4.836282557487487,8.637180197715756,0.9284765625,-6.523829686164856,8.562185074806205,1.0667657470703125,-4.931185148239136,6.979713878631589
amp100_freq5,100,5,A_dHPC_64-95,200,2.1510751342773435,-3.3431001453399656,7.83547156047821,3.6626787567138672,-2.3312032861709593,9.608841682434079,-1.5116036224365235,-6.0703867216110226,3.0104204092025735
amp100_freq5,100,5,A_dHPC_96-127,200,-0.7543106079101562,-4.9140593576431275,3.0344779329299896,-0.6025535202026367,-5.139972208023072,3.7327435207366944,-0.15175708770751953,-3.508368577003479,3.1858098297119124
amp100_freq5,100,5,B_LEC_128-191,200,1.140228271484375,-0.36302251386642453,2.62530914735794,1.2617291259765624,-0.35826153326034543,2.825844979286193,-0.1215008544921875,-1.2683702888488768,1.1091952323913568
amp100_freq5,100,5,B_LEC_192-255,200,-0.34860700607299805,-1.7437956840991973,1.0854862153530118,-1.4139001560211182,-2.8525253026485444,0.11791342115402079,1.0652931499481202,-0.02656665706634519,2.224130079269409
amp180_freq5,180,5,A_dHPC_0-31,200,4.903375282287597,-0.7733917322158813,10.765299335479735,6.403196067810058,0.36209782218933106,12.866492531776426,-1.499820785522461,-6.91910964012146,3.9414129695892295
amp180_freq5,180,5,A_dHPC_32-63,200,1.2633697128295898,-5.328070798873902,7.578997224807737,2.8809274673461913,-4.588184337615966,9.904104937553397,-1.6175577545166016,-6.909022481918335,3.495084923744191
amp180_freq5,180,5,A_dHPC_64-95,200,3.648605613708496,-2.1293492374420167,8.996750253677364,2.4701906204223634,-3.381843300819397,8.09718494129181,1.1784149932861328,-3.4007255334854127,5.657740914344785
amp180_freq5,180,5,A_dHPC_96-127,200,3.2121772384643554,0.004543829917907721,6.44490784549713,4.561269035339356,0.7621028060913085,8.315063803672789,-1.349091796875,-4.472528428077698,2.024552229881286
amp180_freq5,180,5,B_LEC_128-191,200,2.5072266387939455,1.138965585708618,3.876039261817932,2.8416355895996093,1.4175241270065309,4.301743309497832,-0.3344089508056641,-1.5030940198898315,0.8112640676498394
amp180_freq5,180,5,B_LEC_192-255,200,0.8597650051116943,-0.5280172176361083,2.2520824351310726,-0.5058437633514404,-1.9695453281402586,0.9373886036872855,1.3656087684631348,0.286541033744812,2.3989912962913493
amp250_freq5,250,5,A_dHPC_0-31,200,-3.2596907806396485,-9.884978141784668,3.506184877395623,-1.2321755218505859,-8.036978641510009,5.61765538024902,-2.0275152587890624,-6.818715637207031,2.5559350547790496
amp250_freq5,250,5,A_dHPC_32-63,200,-1.1507908248901366,-8.270698355674744,5.6526743965148905,0.9183661270141602,-6.767581462860107,8.407831974029525,-2.0691569519042967,-7.52274756526947,3.6222473993301345
amp250_freq5,250,5,A_dHPC_64-95,200,-5.125811843872071,-11.559127332687378,0.9873793354034376,-3.2049866104125977,-9.515034008979798,2.736888593673705,-1.9208252334594726,-5.936937753677368,2.1309790802001882
amp250_freq5,250,5,A_dHPC_96-127,200,0.1098990249633789,-3.655351716995239,4.017271245002744,1.2678212356567382,-2.5921630735397336,5.245652400970454,-1.1579222106933593,-4.147837737083434,1.9856876087188715
amp250_freq5,250,5,B_LEC_128-191,200,1.236907615661621,-0.12113061237335204,2.437715297222136,1.325052261352539,0.020826550006866475,2.638410878181456,-0.08814464569091797,-1.1117007732391357,0.9461237821578979
amp250_freq5,250,5,B_LEC_192-255,200,-0.37039833068847655,-1.6332795581817627,0.9614449849128718,-2.0702038288116453,-3.6490762152671814,-0.5912731637954716,1.699805498123169,0.6054889206886293,2.7081822843551633
amp100_freq10,100,10,A_dHPC_0-31,200,2.4131541061401367,-3.6311656522750857,8.265154459953305,6.737129173278809,-0.12778793430328367,13.64106482887268,-4.323975067138672,-9.836556367874145,0.7856340732574439
amp100_freq10,100,10,A_dHPC_32-63,200,7.544415473937988,0.7667438526153565,14.101170383453365,7.286802978515625,0.5165356931686401,14.077358342170712,0.2576124954223633,-4.895994960784912,5.524318637847896
amp100_freq10,100,10,A_dHPC_64-95,200,2.5142518615722658,-2.626940941810608,7.55278183364868,3.6457528686523437,-2.0596562099456786,9.252010652542113,-1.1315010070800782,-5.585037089347839,3.4016938228607176
amp100_freq10,100,10,A_dHPC_96-127,200,3.413855514526367,-0.14406645488739014,6.887371623039241,3.798296318054199,0.05207329273223881,7.650717450141905,-0.38444080352783205,-3.2808582639694213,2.7738198022842404
amp100_freq10,100,10,B_LEC_128-191,200,2.1533180618286134,0.7638788795471192,3.4987893605232228,2.095615177154541,0.7295853891372681,3.3922517280578606,0.057702884674072266,-0.9147308626174927,1.0366420736312856
amp100_freq10,100,10,B_LEC_192-255,200,1.3769711208343507,0.20595128536224366,2.5854339320659623,2.5198597049713136,1.0491197307109832,4.030953267097473,-1.142888584136963,-2.3736590452194215,0.09723154640197684
amp180_freq10,180,10,A_dHPC_0-31,200,11.174784240722657,4.31230747795105,17.961918771743765,11.002082595825195,3.9002547702789307,18.006960565567017,0.17270164489746093,-5.321389360427856,5.54474884033203
amp180_freq10,180,10,A_dHPC_32-63,200,9.520567703247071,2.729510838508606,16.617943789482116,8.829044532775878,0.7759191980361938,16.26940683841705,0.6915231704711914,-4.96909743309021,6.224656847953794
amp180_freq10,180,10,A_dHPC_64-95,200,5.585477180480957,-0.539449501991272,11.635717258453369,7.076556510925293,1.0011133117675781,13.225782103538512,-1.491079330444336,-6.239750809669494,3.0173346223831157
amp180_freq10,180,10,A_dHPC_96-127,200,5.920182189941406,1.698499056816101,9.984250370979305,5.359243469238281,0.9436303148269654,9.622288487434384,0.560938720703125,-2.958638624191284,3.6835534772872913
amp180_freq10,180,10,B_LEC_128-191,200,1.0486649513244628,-0.31591760206222536,2.521961308956146,1.1160312461853028,-0.5717965002059936,2.6838529391288732,-0.06736629486083984,-1.2119268569946289,1.1157911548614488
amp180_freq10,180,10,B_LEC_192-255,200,1.764618263244629,0.4028597273826599,3.098394197702407,0.9560539817810059,-0.5647936305999757,2.668248737573623,0.808564281463623,-0.46213884449005127,2.0735083537101744
amp250_freq10,250,10,A_dHPC_0-31,200,-0.7922398376464844,-7.307718444824219,5.469321996688841,-2.7796905517578123,-9.390040315628053,4.242902132034293,1.9874507141113282,-3.453544746398926,7.434738830566401
amp250_freq10,250,10,A_dHPC_32-63,200,-4.580134010314941,-10.618099966049195,1.1823003129959044,-6.091386375427246,-13.411209341049195,0.9020279617309501,1.5112523651123047,-3.9091294116973874,6.967118964195249
amp250_freq10,250,10,A_dHPC_64-95,200,-0.6233285522460937,-6.131684938430786,4.736082189559935,-2.6496464920043947,-8.220040557861328,2.811943537712097,2.0263179397583007,-2.175405948638916,6.271381758689879
amp250_freq10,250,10,A_dHPC_96-127,200,0.22716575622558594,-3.7250936374664305,4.051614390373228,-1.2993016052246094,-5.01964236164093,2.5678491392135605,1.5264673614501953,-1.698453248023987,4.824166028022764
amp250_freq10,250,10,B_LEC_128-191,200,0.6601494789123535,-0.9240500841140747,2.1773755021095273,1.0904612159729004,-0.48723780488967894,2.6414110279083243,-0.4303117370605469,-1.5142709312438967,0.6341806182861321
amp250_freq10,250,10,B_LEC_192-255,200,1.2867292976379394,-0.27750312495231627,2.7869180741310116,-0.1769378662109375,-1.7569747478961946,1.5047955787181841,1.463667163848877,0.226335497379303,2.6539744093418114
amp100_freq26,100,26,A_dHPC_0-31,200,1.3450795364379884,-5.181092267036439,7.714936224937433,7.010817527770996,0.29388609790802006,13.148725557327262,-5.665737991333008,-11.22758052444458,-0.091261465072632
amp100_freq26,100,26,A_dHPC_32-63,200,0.852222785949707,-6.671844799995423,8.229277528762813,2.7530204391479494,-4.542054741859436,10.25891007995605,-1.9007976531982422,-7.5226560401916505,3.2663115806579537
amp100_freq26,100,26,A_dHPC_64-95,200,0.6150376129150391,-5.273399560928344,6.377355958938597,2.555729751586914,-3.312196382522583,8.26412556743621,-1.940692138671875,-6.637080322265625,2.3544029941558815
amp100_freq26,100,26,A_dHPC_96-127,200,2.4097048950195314,-1.5669767389297484,6.467018421173092,2.870383071899414,-1.3777171697616577,6.985013640403739,-0.46067817687988283,-3.4892651395797727,2.5148081750869746
amp100_freq26,100,26,B_LEC_128-191,200,1.3940056800842284,0.13626511383056641,2.630833455085752,1.1923807525634766,-0.20020381593704223,2.518031297206878,0.20162492752075195,-0.8484054446220398,1.2227970066070541
amp100_freq26,100,26,B_LEC_192-255,200,0.02980607032775879,-1.449514845609665,1.4372051727771755,-0.4918701457977295,-2.065490343809128,1.0327458672523497,0.5216762161254883,-0.5825891828536987,1.706439370632171
amp180_freq26,180,26,A_dHPC_0-31,200,-8.805960884094238,-14.937852153778076,-3.2210500202179038,0.27238155364990235,-6.04406737613678,6.625962980270385,-9.07834243774414,-13.62510551071167,-4.714077487945557
amp180_freq26,180,26,A_dHPC_32-63,200,-7.6352876281738284,-14.067525914192199,-1.2310244283676148,1.0861053085327148,-5.472568804740906,7.871696558952328,-8.721392936706543,-13.600336382865905,-3.730050315856936
amp180_freq26,180,26,A_dHPC_64-95,200,-6.639105567932129,-12.1338628988266,-1.1402299928665256,-0.2901671600341797,-5.927274138450622,5.000739905357359,-6.34893840789795,-10.032587428092956,-2.626199908256531
amp180_freq26,180,26,A_dHPC_96-127,200,-2.404345016479492,-6.01163219165802,1.0200810413360581,0.06557720184326171,-3.299189800262451,3.6041176319122314,-2.469922218322754,-5.10015365409851,0.4384698553085315
amp180_freq26,180,26,B_LEC_128-191,200,-0.06358882904052734,-1.688742841720581,1.464152508258818,-0.033065185546875,-1.6752970223426817,1.539349365711209,-0.030523643493652344,-0.9970059280395508,0.9860847253799415
amp180_freq26,180,26,B_LEC_192-255,200,0.024311666488647462,-1.516878099679947,1.646961664915084,-1.303072566986084,-3.027925840854645,0.3066789896488171,1.3273842334747314,0.23090931463241576,2.440875868320465
amp250_freq26,250,26,A_dHPC_0-31,200,-18.53080997467041,-25.100003100395202,-11.906451492309575,-0.03417980194091797,-6.777400638580322,6.956844129562376,-18.496630172729493,-22.608316518783568,-14.608579666137695
amp250_freq26,250,26,A_dHPC_32-63,200,-14.95932373046875,-22.108215145111085,-7.671594466209417,-0.3843349838256836,-7.6933611364364625,6.840807644844041,-14.574988746643067,-19.014478768348695,-10.093657509803775
amp250_freq26,250,26,A_dHPC_64-95,200,-12.516445236206055,-18.02738729095459,-7.029495113372803,1.7386917114257812,-4.465366673469544,7.535114348411559,-14.255136947631836,-18.00907933425903,-10.456831702232362
amp250_freq26,250,26,A_dHPC_96-127,200,-6.598757133483887,-10.461003540039062,-2.9090331459045413,0.030649566650390626,-3.7365637426376344,3.7874757928848224,-6.629406700134277,-9.13446246433258,-4.104000020980836
amp250_freq26,250,26,B_LEC_128-191,200,-0.3604530143737793,-1.7303359050750733,1.0153418383598318,1.4251210594177246,-0.024269663810729977,2.8820358796119683,-1.785574073791504,-2.809105823516846,-0.8200377368927002
amp250_freq26,250,26,B_LEC_192-255,200,1.0027463912963868,-0.34983177042007446,2.2390464813709254,0.5024874114990234,-0.8885334045886993,1.8863423295021056,0.5002589797973633,-0.5717597017288207,1.5516854429244988
amp100_freq50,100,50,A_dHPC_0-31,200,-5.381403503417968,-11.710641304016114,0.9180766887664747,9.886135940551759,2.775724073410034,16.55887245559692,-15.267539443969726,-20.37044776535034,-10.247767223358155
amp100_freq50,100,50,A_dHPC_32-63,200,-0.9516103744506836,-7.626743991851806,5.299093671798704,15.346413078308105,7.919231581687928,22.14966800880432,-16.298023452758787,-21.85346558761597,-11.127068984985353
amp100_freq50,100,50,A_dHPC_64-95,200,-3.8429489517211914,-9.14612691783905,1.4794173469543455,9.422614707946778,3.4682966022491457,15.343208950996399,-13.265563659667968,-17.424271100997924,-9.054203400611884
amp100_freq50,100,50,A_dHPC_96-127,200,-1.7229844665527343,-5.308490286827087,1.9625799770355177,6.405784721374512,2.507122714996338,10.252860383033747,-8.128769187927245,-11.031723080635071,-5.187897559165955
amp100_freq50,100,50,B_LEC_128-191,200,-0.06139337539672852,-1.6201740589141846,1.4317355489730823,0.7470371437072754,-0.7630623788833618,2.2068759503364546,-0.8084305191040039,-1.9696607856750488,0.28191155338287277
amp100_freq50,100,50,B_LEC_192-255,200,0.8305892944335938,-0.41052131080627435,2.14032528233528,0.34369218826293946,-1.1304128575325012,1.75348251080513,0.4868971061706543,-0.6265540456771851,1.6313198342323296
amp180_freq50,180,50,A_dHPC_0-31,200,-26.041501541137695,-32.70210435676575,-19.65432083511353,-8.381415939331054,-15.692946067810057,-1.3893422946930014,-17.660085601806642,-22.137112884521482,-13.126800252914428
amp180_freq50,180,50,A_dHPC_32-63,200,-25.933042907714842,-32.673115140914916,-18.826290386199954,-8.53469612121582,-15.730917382240294,-1.281669770240786,-17.398346786499022,-22.135024908065795,-13.09021064090729
amp180_freq50,180,50,A_dHPC_64-95,200,-20.653307609558105,-26.54434602642059,-15.275919319152834,-8.493411560058593,-14.544927343368531,-2.907181289672855,-12.159896049499512,-16.037591083526614,-8.117896647453309
amp180_freq50,180,50,A_dHPC_96-127,200,-12.661615753173828,-16.671524775505066,-8.88491812896729,-3.418691864013672,-7.482428576469421,0.3393819923400867,-9.242923889160156,-11.675295013427736,-6.779120407104492
amp180_freq50,180,50,B_LEC_128-191,200,-0.3451633834838867,-1.8415416116714476,1.0364631543159475,1.4779421424865722,0.004621988773345948,3.0499649634361248,-1.823105525970459,-2.860257827281952,-0.8046900553703318
amp180_freq50,180,50,B_LEC_192-255,200,1.989402780532837,0.63483806681633,3.2756122486591326,2.124313268661499,0.5461231887340546,3.6636352753639216,-0.1349104881286621,-1.2126349105834962,0.9668270864486693
amp250_freq50,250,50,A_dHPC_0-31,200,-27.679089126586913,-33.82186791610718,-21.987693814277648,-8.164696731567382,-14.529572387695312,-1.5946514072418236,-19.51439239501953,-23.813351402282716,-15.23572407722474
amp250_freq50,250,50,A_dHPC_32-63,200,-34.83272380828858,-41.32718904876709,-28.106779324531555,-10.864795989990235,-18.269634984970093,-3.700578947067265,-23.96792781829834,-28.821213167190553,-19.261421532630926
amp250_freq50,250,50,A_dHPC_64-95,200,-21.31785762786865,-26.318126093864443,-16.465913749694828,-9.318372383117676,-15.417063981056215,-3.169971091270453,-11.999485244750977,-15.748705824851989,-8.067868615150456
amp250_freq50,250,50,A_dHPC_96-127,200,-11.51804714202881,-14.667140241622924,-8.293749445915223,-1.5539976119995118,-5.540630416870117,2.3978643007278433,-9.964049530029296,-12.770974204063416,-7.445704030036927
amp250_freq50,250,50,B_LEC_128-191,200,-0.7549861145019531,-2.0147210602760315,0.48019649171829154,1.5650022506713868,0.24893477201461792,2.9186051158905015,-2.31998836517334,-3.3703091793060302,-1.3152421522140512
amp250_freq50,250,50,B_LEC_192-255,200,3.8353250408172608,2.6111727941036222,5.080437488317489,2.1709562587738036,0.8361691384315492,3.5283015103340145,1.664368782043457,0.48326369881629944,2.8524084541797627
